left_genes,left_loadings,right_genes,right_loadings
AT5G39830,-0.009134616589488725,AT5G54000,0.00022342427513732585
AT5G40890,-0.009350137059140718,AT5G54070,0.0007228583279607212
AT5G41600,-0.008999152868476103,AT5G55135,0.00035905017748740533
AT5G42030,-0.009563951563755335,AT5G55240,0.00023102937416951213
AT5G42320,-0.009680089875568721,AT5G55420,0.007158708774192578
AT5G42990,-0.009032397776917766,AT5G55450,0.006174706588176669
AT5G43700,-0.009132367529080095,AT5G55750,0.00016241133694319394
AT5G43750,-0.009045377195781463,AT5G55855,0.00015224509652574838
AT5G43780,-0.009022423447481583,AT5G56960,0.0010679207864400324
AT5G44020,-0.010119173974219619,AT5G56985,0.0011794210703344053
AT5G44070,-0.008957445721449237,AT5G58150,0.0013289064081309352
AT5G44450,-0.00898158535192883,AT5G58850,0.00021427514912440016
AT5G44560,-0.009712633454113453,AT5G58880,0.00014968827240475883
AT5G44720,-0.010103348982472365,AT5G60390,0.00864191636154265
AT5G45280,-0.009026768679600108,AT5G61710,0.00013792867074829154
AT5G45670,-0.009797645582791009,AT5G62400,0.0001479609270020211
AT5G45940,-0.009701275058849757,AT5G63720,0.0001348867907065857
AT5G46290,-0.009053901621610506,AT5G64395,0.00018828291353071143
AT5G47500,-0.01045297649454052,AT5G64800,0.00519175791767459
AT5G47640,-0.009037217821745661,AT5G64810,0.008415917603431385
AT5G47720,-0.009473017639469065,AT5G64905,0.003322189725793297
AT5G47770,-0.009861232353584746,AT5G66053,0.00016289344912023991
AT5G48230,-0.009449468078032259,AT5G66280,0.0003754420602177584
AT5G48460,-0.009156391392322662,AT5G66430,0.0006677816945583755
AT5G48500,-0.009318565898181296,AT5G66520,0.0009191848615404997
AT5G48760,-0.009126623112823296,ATCG00010,0.000584055939831357
AT5G48790,-0.009191940199471898,ATCG00030,0.0008180551782021866
AT5G48870,-0.009499753467149112,ATCG00050,0.0009569357448390558
AT5G48880,-0.009196822458491056,ATCG00060,0.00014486374370871225
AT5G48900,-0.009419234865703823,ATCG00160,0.0001876438012012142
AT5G49030,-0.00900959271385073,ATCG00170,0.00040449549396842687
AT5G49360,-0.009349470321970258,ATCG00290,0.002233487486673036
AT5G49460,-0.009154430118168215,ATCG00300,0.0031272604817731294
AT5G49555,-0.008970236917417516,ATCG00380,0.00023284335411545435
AT5G49645,-0.009834052256450124,ATCG00410,0.0008280099553628762
AT5G49760,-0.009497629118627143,ATCG00420,0.0010396865101831019
AT5G50000,-0.00921223289037609,ATCG00430,0.001108150261677075
AT5G50150,-0.009272400262098742,ATCG00440,0.0009627336515429694
AT5G50375,-0.009168872609567577,ATCG00470,0.00035341257939017125
AT5G50740,-0.009778697819496153,ATCG00480,0.0022272958888733927
AT5G51010,-0.009165126244716956,ATCG00500,0.0017412970652732238
AT5G51750,-0.00912877358124102,ATCG00740,0.0005281120746298633
AT5G51890,-0.00947143929297765,ATCG00820,0.0008748947294700215
AT5G51940,-0.008988614738299561,ATCG00830,0.0013831966114602283
AT5G52540,-0.010259416926290243,ATCG00840,0.0010690951959309095
AT5G52882,-0.009176128287146387,ATCG00850,0.0006609034614464868
AT5G52920,-0.00909376683012585,ATCG00860,0.0022451841452026723
AT5G53070,-0.009064131435947972,ATCG00870,0.0012369126019084917
AT5G53940,-0.009046777608125934,ATCG00880,0.0004611211063628832
AT5G54800,-0.008959627381728605,ATCG00900,0.0024695379228073743
AT5G55120,-0.008995969901532713,ATCG00950,0.0002462520398530998
AT5G55180,-0.009437881059836003,ATCG00990,0.0005474724854964785
AT5G55220,-0.009046453350344798,ATCG01000,0.0013123787180672553
AT5G55230,-0.009277818527688476,ATCG01010,0.0011201893487951765
AT5G55280,-0.00901367214490315,ATCG01020,0.0007352671599775247
AT5G55480,-0.009052393562085759,ATCG01040,0.0013641682534988213
AT5G55730,-0.009892914566855615,ATCG01090,0.0004925668671812264
AT5G56120,-0.009250587830968956,ATCG01130,0.002006750766325791
AT5G56500,-0.009461379377874536,ATCG01140,0.00043263470049230543
AT5G56530,-0.009251979680478473,ATCG01180,0.0003941382398396493
AT5G56950,-0.009173439596892563,ATCG01220,0.00023480719882466107
AT5G57350,-0.009145770249550612,ATCG01240,0.002008874438128243
AT5G57685,-0.008957837548830038,ATCG01260,0.0006124655485185878
AT5G57700,-0.009587218369872988,ATCG01270,0.0015306860045167844
AT5G57800,-0.009101074172415739,ATCG01280,0.002429096401063874
AT5G58000,-0.009124494843248903,ATCG01290,0.0006533870217394214
AT5G58030,-0.009046400286238399,ATCG01300,0.0006691633008444233
AT5G58240,-0.009320178009158778,ATCG01310,0.0019274084372431627
AT5G58900,-0.009101800162126805,ATMG00050,0.0004817360930891321
AT5G59250,-0.008999255839177057,ATMG00513,0.0006209089771038038
AT5G59300,-0.009964163141031946,ATMG00520,0.00048224015545378514
AT5G59770,-0.009186347393959418,ATMG00560,0.00015301631099619333
AT5G59870,-0.009920213024489203,ATMG00570,0.0005760258084573299
AT5G60210,-0.009321891516233598,ATMG00730,0.0016998472024316825
AT5G60890,-0.009368625057824282,ATMG00740,0.0003403274980306933
AT5G61130,-0.009912948254678339,ATMG00760,0.00015302803064325547
AT5G61220,-0.009469385195841493,ATMG00770,0.00017488537058854507
AT5G61420,-0.009409062309009765,ATMG00810,0.00022358519880361525
AT5G61900,-0.009415157835515761,ATMG00820,0.0005100343434875832
AT5G62670,-0.009678145848783987,ATMG00830,0.0015408086882285248
AT5G62680,-0.009177595776121218,ATMG00840,0.0005857211839135951
AT5G62790,-0.0092685269462257,ATMG00850,0.0007083659402154454
AT5G62890,-0.009019453999180442,ATMG00860,0.0005798467646684624
AT5G63710,-0.009221438812390759,ATMG00870,0.0007675268909420466
AT5G63810,-0.009451770151652378,ATMG00880,0.0008664456457767176
AT5G63850,-0.009088932650289898,ATMG00910,0.0003520301669137541
AT5G63980,-0.009754580966047477,ATMG00920,0.0006378749491840231
AT5G64330,-0.00934632628151741,ATMG00940,0.0007120202707279067
AT5G64340,-0.009528317702914612,ATMG00960,0.001026458314457135
AT5G64440,-0.009158606842408646,ATMG00970,0.0009845740584599947
AT5G64460,-0.009581645453842281,ATMG01010,0.0007569592656426776
AT5G64570,-0.00925046077416025,ATMG01040,0.0001969481571297309
AT5G64860,-0.009307876307133946,ATMG01070,0.00035064421398886883
AT5G64960,-0.009436254027994435,ATMG01100,0.00015493477902806722
AT5G65010,-0.009405801841673906,ATMG01110,0.00042781032989537755
AT5G65020,-0.009804321710077057,ATMG01140,0.0001944905683348416
AT5G65210,-0.009018683109116132,ATMG01190,0.000749176019995196
AT5G65310,-0.009959219710949043,ATMG01200,0.0009799435875257622
AT5G65640,-0.009491350232826774,ATMG01210,0.0004757901522256494
AT5G65770,-0.009600666907408177,ATMG01230,0.0006400390021084136
AT5G65810,-0.009035863576302311,ATMG01240,0.00042198604428488604
AT5G65940,-0.009351518340689207,ATMG01250,0.00043372049418322794
AT5G66060,-0.009301931964395584,ATMG01260,0.0006782662150613049
AT5G66170,-0.0096016165827695,ATMG01270,0.0010828138675968728
AT5G66230,-0.009230419622491898,ATMG01275,0.0017224526419752405
AT5G66420,-0.009225906323596619,ATMG01280,0.001402290686740799
AT5G66470,-0.009034701402880346,ATMG01310,0.00016880940792553904
AT5G66550,-0.009252663106859647,ATMG01320,0.0018229487486289065
AT5G66920,-0.009509330561630837,ATMG01350,0.0007668938234313024
AT5G67260,-0.008992951136070196,ATMG01360,0.0005536529196506617
