SampleID,family,TissueClean,stress,AboveBelow,VegetativeRepro,true_labels,predictions
SRR5631970,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631975,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631976,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631961,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631962,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631963,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631964,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631965,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631966,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631979,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631980,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631971,Rosaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5631972,Rosaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5631973,Rosaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5631974,Rosaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5631977,Rosaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5631978,Rosaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5631983,Rosaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5631984,Rosaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642213,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642217,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642271,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642214,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642218,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642290,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642215,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642221,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642248,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642216,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642222,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642260,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642219,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642226,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642293,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642220,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642237,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642331,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642223,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642231,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642238,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642225,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642232,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642239,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642227,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642233,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642240,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642228,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642234,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642241,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642229,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642235,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642242,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642230,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642236,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642243,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642244,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642252,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642258,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642245,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642253,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642259,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642246,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642254,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642261,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642247,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642255,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642262,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642249,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642256,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642263,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642251,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642257,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642264,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3642265,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642272,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642286,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642266,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642280,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642287,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642267,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642281,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642288,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642268,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642282,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642289,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642269,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642283,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642291,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642270,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642285,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR3642292,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR1569274,Fabaceae,Leaf,healthy,Above,Vegetative,7,16
SRR1569385,Fabaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1569475,Fabaceae,Root,healthy,Below,Vegetative,13,13
SRR1569477,Fabaceae,Root,healthy,Below,Vegetative,13,13
SRR1569463,Fabaceae,Shoot,healthy,Above,Vegetative,18,18
SRR1569471,Fabaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR1569472,Fabaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR1569473,Fabaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR1569465,Fabaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR1569467,Fabaceae,Reproductive- Other,healthy,Above,Reproductive,12,18
SRR1569468,Fabaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR1569469,Fabaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR10744003,Rosaceae,Leaf,heat,Above,Vegetative,7,7
SRR10744004,Rosaceae,Leaf,heat,Above,Vegetative,7,7
SRR10744005,Rosaceae,Leaf,heat,Above,Vegetative,7,7
SRR10744006,Rosaceae,Leaf,heat,Above,Vegetative,7,7
SRR10744007,Rosaceae,Leaf,heat,Above,Vegetative,7,7
SRR10744008,Rosaceae,Leaf,heat,Above,Vegetative,7,7
SRR10744009,Rosaceae,Leaf,heat,Above,Vegetative,7,7
SRR10744010,Rosaceae,Leaf,heat,Above,Vegetative,7,7
SRR10744011,Rosaceae,Leaf,heat,Above,Vegetative,7,7
SRR10744012,Rosaceae,Leaf,heat,Above,Vegetative,7,7
SRR10744013,Rosaceae,Leaf,heat,Above,Vegetative,7,7
SRR7510230,Rosaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR7510231,Rosaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR7510232,Rosaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR7510233,Rosaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR7510234,Rosaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR7510235,Rosaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR7510238,Rosaceae,Other,healthy,Other,Other,8,13
SRR7510239,Rosaceae,Other,healthy,Other,Other,8,13
SRR7510242,Rosaceae,Other,healthy,Other,Other,8,13
SRR7510243,Rosaceae,Other,healthy,Other,Other,8,13
SRR7510244,Rosaceae,Other,healthy,Other,Other,8,13
SRR7510245,Rosaceae,Other,healthy,Other,Other,8,13
SRR8640174,Solanaceae,Flower,healthy,Above,Reproductive,3,0
SRR8640173,Solanaceae,Flower,healthy,Above,Reproductive,3,8
SRR8640172,Solanaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR8640171,Solanaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR8640170,Solanaceae,Root,healthy,Below,Vegetative,13,7
SRR8640169,Solanaceae,Leaf,healthy,Above,Vegetative,7,16
SRR8640119,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8640117,Solanaceae,Leaf,healthy,Above,Vegetative,7,16
SRR8640116,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8640108,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR2229192,Solanaceae,Other,healthy,Other,Other,8,16
SRR6431645,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR9735386,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR9735388,Poaceae,Leaf,drought,Above,Vegetative,7,16
SRR9735387,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR9735393,Poaceae,Leaf,healthy,Above,Vegetative,7,16
SRR9735394,Poaceae,Leaf,healthy,Above,Vegetative,7,16
SRR9735389,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR9735391,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR9735392,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR9735390,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR9735395,Poaceae,Leaf,drought,Above,Vegetative,7,16
SRR9735396,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR959765,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
SRR959766,Poaceae,Shoot,healthy,Above,Vegetative,18,13
SRR959767,Poaceae,Shoot,healthy,Above,Vegetative,18,13
SRR959768,Poaceae,Flower,healthy,Above,Reproductive,3,19
SRR959769,Poaceae,Flower,healthy,Above,Reproductive,3,19
SRR959770,Poaceae,Flower,healthy,Above,Reproductive,3,19
SRR959771,Poaceae,Flower,healthy,Above,Reproductive,3,19
SRR959773,Poaceae,Shoot,healthy,Above,Vegetative,18,18
SRR959772,Poaceae,Shoot,healthy,Above,Vegetative,18,13
SRR959782,Poaceae,Root,healthy,Below,Vegetative,13,13
SRR959783,Poaceae,Root,healthy,Below,Vegetative,13,13
SRR959784,Poaceae,Root,healthy,Below,Vegetative,13,13
SRR959785,Poaceae,Root,healthy,Below,Vegetative,13,13
SRR959786,Poaceae,Root,healthy,Below,Vegetative,13,13
SRR959796,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,8
SRR959797,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,16
SRR959798,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,7
ERR2096903,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,16
ERR2096904,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,16
ERR2096905,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,16
ERR2096906,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,16
ERR2096907,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,16
ERR2096959,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,18
ERR2096960,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,7
ERR2096961,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,18
ERR2096962,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,7
ERR2096958,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,7
ERR2097014,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,7
ERR2097015,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,7
ERR2097016,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,7
ERR2097017,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,7
ERR2097013,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,7
ERR2096908,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR2096909,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR2096910,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR2096911,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR2096912,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR2096913,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR2096914,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR2096915,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR2096916,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR2096917,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR2096918,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR2096919,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR2096920,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR2096921,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR2096922,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR2096923,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR2096924,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR2096925,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR2096926,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR2096927,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR2096928,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR2096929,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR2096930,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR2096931,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR2096932,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR2096933,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR2096934,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR2096935,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR2096936,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR2096937,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR2096938,Poaceae,Reproductive- Other,healthy,Above,Reproductive,12,20
ERR2096939,Poaceae,Reproductive- Other,healthy,Above,Reproductive,12,20
ERR2096940,Poaceae,Reproductive- Other,healthy,Above,Reproductive,12,20
ERR2096941,Poaceae,Reproductive- Other,healthy,Above,Reproductive,12,20
ERR2096942,Poaceae,Reproductive- Other,healthy,Above,Reproductive,12,20
ERR2096943,Poaceae,Reproductive- Other,healthy,Above,Reproductive,12,20
ERR2096944,Poaceae,Reproductive- Other,healthy,Above,Reproductive,12,20
ERR2096945,Poaceae,Reproductive- Other,healthy,Above,Reproductive,12,20
ERR2096946,Poaceae,Reproductive- Other,healthy,Above,Reproductive,12,20
ERR2096947,Poaceae,Reproductive- Other,healthy,Above,Reproductive,12,20
ERR2096948,Poaceae,Reproductive- Other,healthy,Above,Reproductive,12,20
ERR2096949,Poaceae,Reproductive- Other,healthy,Above,Reproductive,12,20
ERR2096950,Poaceae,Reproductive- Other,healthy,Above,Reproductive,12,20
ERR2096951,Poaceae,Reproductive- Other,healthy,Above,Reproductive,12,20
ERR2096952,Poaceae,Reproductive- Other,healthy,Above,Reproductive,12,20
ERR2096953,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096954,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096955,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096956,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096957,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096963,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096964,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096965,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096966,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096967,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096968,Poaceae,Flower,healthy,Above,Reproductive,3,8
ERR2096969,Poaceae,Flower,healthy,Above,Reproductive,3,8
ERR2096970,Poaceae,Flower,healthy,Above,Reproductive,3,8
ERR2096971,Poaceae,Flower,healthy,Above,Reproductive,3,8
ERR2096972,Poaceae,Flower,healthy,Above,Reproductive,3,8
ERR2096988,Poaceae,Flower,healthy,Above,Reproductive,3,0
ERR2096989,Poaceae,Flower,healthy,Above,Reproductive,3,0
ERR2096990,Poaceae,Flower,healthy,Above,Reproductive,3,0
ERR2096991,Poaceae,Flower,healthy,Above,Reproductive,3,0
ERR2096992,Poaceae,Flower,healthy,Above,Reproductive,3,0
ERR2096993,Poaceae,Flower,healthy,Above,Reproductive,3,0
ERR2096994,Poaceae,Flower,healthy,Above,Reproductive,3,0
ERR2096995,Poaceae,Flower,healthy,Above,Reproductive,3,0
ERR2096996,Poaceae,Flower,healthy,Above,Reproductive,3,0
ERR2096997,Poaceae,Flower,healthy,Above,Reproductive,3,0
ERR2096998,Poaceae,Flower,healthy,Above,Reproductive,3,0
ERR2096999,Poaceae,Flower,healthy,Above,Reproductive,3,0
ERR2097000,Poaceae,Flower,healthy,Above,Reproductive,3,0
ERR2097001,Poaceae,Flower,healthy,Above,Reproductive,3,0
ERR2097002,Poaceae,Flower,healthy,Above,Reproductive,3,0
ERR2097003,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2097004,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2097005,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2097006,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2097007,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2097008,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2097009,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2097010,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2097011,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2097012,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2097018,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2097019,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2097020,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2097021,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2097022,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096973,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096974,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096975,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096976,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096977,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096978,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096979,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096980,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096981,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096982,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096983,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096984,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096985,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096986,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2096987,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR2097023,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR2097024,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR2097025,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR2097026,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR2097027,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR2097028,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR2097029,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR2097030,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR2097031,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR2097032,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR2097033,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR2097034,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR2097035,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR2097036,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR2097037,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR2097039,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,18
ERR2097040,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,18
ERR2097041,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,18
ERR2097042,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,18
ERR2097043,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,7
ERR2097044,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,7
ERR2097045,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,7
ERR2097046,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,7
ERR2097047,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,7
ERR2097048,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,7
ERR2097049,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,7
ERR2097050,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,18
ERR2097051,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,18
ERR2097052,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,18
ERR2097038,Poaceae,Seedling,healthy,WholePlant,WholePlant,16,18
ERR2097053,Poaceae,Seed,healthy,WholePlant,Reproductive,15,4
ERR2097054,Poaceae,Seed,healthy,WholePlant,Reproductive,15,4
ERR2097055,Poaceae,Seed,healthy,WholePlant,Reproductive,15,4
ERR2097056,Poaceae,Seed,healthy,WholePlant,Reproductive,15,4
ERR2097057,Poaceae,Seed,healthy,WholePlant,Reproductive,15,4
ERR2097058,Poaceae,Seed,healthy,WholePlant,Reproductive,15,4
ERR2097059,Poaceae,Seed,healthy,WholePlant,Reproductive,15,4
ERR2097060,Poaceae,Seed,healthy,WholePlant,Reproductive,15,4
ERR2097061,Poaceae,Seed,healthy,WholePlant,Reproductive,15,4
ERR2097062,Poaceae,Seed,healthy,WholePlant,Reproductive,15,4
ERR2097063,Poaceae,Seed,healthy,WholePlant,Reproductive,15,4
ERR2097064,Poaceae,Seed,healthy,WholePlant,Reproductive,15,4
ERR2097065,Poaceae,Seed,healthy,WholePlant,Reproductive,15,4
ERR2097066,Poaceae,Seed,healthy,WholePlant,Reproductive,15,4
ERR2097067,Poaceae,Seed,healthy,WholePlant,Reproductive,15,4
SRR786524,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR786525,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR786540,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR786541,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR786542,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR786508,Solanaceae,Seed,healthy,WholePlant,Reproductive,15,16
SRR786509,Solanaceae,Seed,healthy,WholePlant,Reproductive,15,16
SRR786507,Solanaceae,Seed,healthy,WholePlant,Reproductive,15,16
SRR786547,Solanaceae,Shoot,healthy,Above,Vegetative,18,16
SRR786548,Solanaceae,Shoot,healthy,Above,Vegetative,18,16
SRR786526,Solanaceae,Root,healthy,Below,Vegetative,13,13
SRR786527,Solanaceae,Root,healthy,Below,Vegetative,13,13
SRR786543,Solanaceae,Root,healthy,Below,Vegetative,13,13
SRR786544,Solanaceae,Root,healthy,Below,Vegetative,13,13
SRR786535,Solanaceae,Flower,healthy,Above,Reproductive,3,18
SRR786536,Solanaceae,Flower,healthy,Above,Reproductive,3,18
SRR786537,Solanaceae,Flower,healthy,Above,Reproductive,3,18
SRR786522,Solanaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR786523,Solanaceae,Reproductive- Other,healthy,Above,Reproductive,12,3
SRR786538,Solanaceae,Reproductive- Other,healthy,Above,Reproductive,12,15
SRR786539,Solanaceae,Reproductive- Other,healthy,Above,Reproductive,12,15
SRR7652563,Solanaceae,Leaf,drought,Above,Vegetative,7,7
SRR7652568,Solanaceae,Leaf,drought,Above,Vegetative,7,7
SRR7652569,Solanaceae,Leaf,drought,Above,Vegetative,7,7
SRR7652564,Solanaceae,Leaf,cold,Above,Vegetative,7,7
SRR7652570,Solanaceae,Leaf,cold,Above,Vegetative,7,7
SRR7652571,Solanaceae,Leaf,cold,Above,Vegetative,7,7
SRR8736644,Solanaceae,Leaf,healthy,Above,Vegetative,7,16
SRR8736653,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8736652,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8736633,Solanaceae,Leaf,healthy,Above,Vegetative,7,12
SRR8736631,Solanaceae,Leaf,healthy,Above,Vegetative,7,16
SRR8736630,Solanaceae,Leaf,healthy,Above,Vegetative,7,16
SRR8736627,Solanaceae,Leaf,healthy,Above,Vegetative,7,16
SRR8736626,Solanaceae,Leaf,healthy,Above,Vegetative,7,16
SRR8736636,Solanaceae,Leaf,healthy,Above,Vegetative,7,16
SRR8736637,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8736632,Solanaceae,Leaf,healthy,Above,Vegetative,7,16
SRR8736635,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8736634,Solanaceae,Leaf,healthy,Above,Vegetative,7,16
SRR8736629,Solanaceae,Leaf,healthy,Above,Vegetative,7,16
SRR8736628,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3884597,Solanaceae,Shoot,healthy,Above,Vegetative,18,18
SRR3884608,Solanaceae,Leaf,healthy,Above,Vegetative,7,16
SRR3884620,Solanaceae,Shoot,healthy,Above,Vegetative,18,16
SRR3884631,Solanaceae,Shoot,healthy,Above,Vegetative,18,13
SRR3884642,Solanaceae,Root,healthy,Below,Vegetative,13,13
SRR3884653,Solanaceae,Leaf,healthy,Above,Vegetative,7,13
SRR3884664,Solanaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR3884677,Solanaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR3884678,Solanaceae,Flower,healthy,Above,Reproductive,3,7
SRR3884679,Solanaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR3884680,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3884681,Solanaceae,Reproductive- Other,healthy,Above,Reproductive,12,15
SRR3884682,Solanaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR3884684,Solanaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR3884685,Solanaceae,Flower,healthy,Above,Reproductive,3,13
SRR3884689,Solanaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR3884686,Solanaceae,Reproductive- Other,healthy,Above,Reproductive,12,3
SRR3884687,Solanaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR3884690,Solanaceae,Root,biotic,Below,Vegetative,13,13
SRR1104129,Solanaceae,Other,healthy,Other,Other,8,7
