SampleID,family,TissueClean,stress,AboveBelow,VegetativeRepro,true_labels,predictions
SRR8177426,Cucurbitaceae,Flower,heat,Above,Reproductive,3,15
SRR8177413,Cucurbitaceae,Flower,healthy,Above,Reproductive,3,7
SRR8177414,Cucurbitaceae,Flower,healthy,Above,Reproductive,3,7
SRR8177416,Cucurbitaceae,Flower,healthy,Above,Reproductive,3,7
SRR8177415,Cucurbitaceae,Flower,healthy,Above,Reproductive,3,13
SRR8177417,Cucurbitaceae,Flower,healthy,Above,Reproductive,3,13
SRR8177418,Cucurbitaceae,Flower,healthy,Above,Reproductive,3,13
SRR8177419,Cucurbitaceae,Flower,heat,Above,Reproductive,3,15
SRR8177420,Cucurbitaceae,Flower,heat,Above,Reproductive,3,13
SRR8177422,Cucurbitaceae,Flower,heat,Above,Reproductive,3,13
SRR8177421,Cucurbitaceae,Flower,heat,Above,Reproductive,3,15
SRR8177423,Cucurbitaceae,Flower,heat,Above,Reproductive,3,15
SRR8177424,Cucurbitaceae,Flower,heat,Above,Reproductive,3,13
SRR8528407,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR8528408,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR8528409,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,15
SRR8528410,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,15
SRR8528411,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR8528412,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR8528413,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR8528414,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR3535158,Cucurbitaceae,Seed,healthy,WholePlant,Reproductive,15,7
SRR3535159,Cucurbitaceae,Seed,healthy,WholePlant,Reproductive,15,20
SRR3535161,Cucurbitaceae,Seed,healthy,WholePlant,Reproductive,15,20
SRR3535162,Cucurbitaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR3535163,Cucurbitaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR3535164,Cucurbitaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR3535165,Cucurbitaceae,Seed,healthy,WholePlant,Reproductive,15,8
SRR3535166,Cucurbitaceae,Seed,healthy,WholePlant,Reproductive,15,8
SRR3535167,Cucurbitaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR3535168,Cucurbitaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR3535169,Cucurbitaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR3535170,Cucurbitaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR3156550,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,16
SRR3156551,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,16
SRR3156552,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,16
SRR3156553,Cucurbitaceae,Root,healthy,Below,Vegetative,13,13
SRR3156554,Cucurbitaceae,Root,healthy,Below,Vegetative,13,13
SRR3156555,Cucurbitaceae,Root,healthy,Below,Vegetative,13,13
SRR3156556,Cucurbitaceae,Root,healthy,Below,Vegetative,13,13
SRR3156557,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,8
SRR3156558,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,8
SRR3156559,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,8
SRR3156560,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,8
SRR3156561,Cucurbitaceae,Leaf,phosphorus,Above,Vegetative,7,16
SRR3156562,Cucurbitaceae,Leaf,phosphorus,Above,Vegetative,7,16
SRR3156563,Cucurbitaceae,Leaf,phosphorus,Above,Vegetative,7,16
SRR3156564,Cucurbitaceae,Leaf,phosphorus,Above,Vegetative,7,16
SRR3156565,Cucurbitaceae,Root,phosphorus,Below,Vegetative,13,13
SRR3156566,Cucurbitaceae,Root,phosphorus,Below,Vegetative,13,13
SRR3156567,Cucurbitaceae,Root,phosphorus,Below,Vegetative,13,13
SRR3156568,Cucurbitaceae,Root,phosphorus,Below,Vegetative,13,13
SRR3156569,Cucurbitaceae,Shoot,phosphorus,Above,Vegetative,18,8
SRR3156570,Cucurbitaceae,Shoot,phosphorus,Above,Vegetative,18,8
SRR3156571,Cucurbitaceae,Shoot,phosphorus,Above,Vegetative,18,8
SRR3156572,Cucurbitaceae,Shoot,phosphorus,Above,Vegetative,18,8
SRR5658201,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR5658202,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR5658203,Cucurbitaceae,Reproductive- Other,biotic,Above,Reproductive,12,7
SRR5658204,Cucurbitaceae,Reproductive- Other,biotic,Above,Reproductive,12,7
SRR7138068,Cucurbitaceae,Leaf,salt,Above,Vegetative,7,7
SRR7138082,Cucurbitaceae,Leaf,salt,Above,Vegetative,7,7
SRR7138083,Cucurbitaceae,Leaf,salt,Above,Vegetative,7,7
SRR7138069,Cucurbitaceae,Leaf,salt,Above,Vegetative,7,7
SRR7138070,Cucurbitaceae,Leaf,salt,Above,Vegetative,7,7
SRR7138071,Cucurbitaceae,Leaf,salt,Above,Vegetative,7,7
SRR7138084,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR7138086,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR7138087,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR7138085,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR7138090,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR7138091,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR13364283,Cucurbitaceae,Leaf,cold,Above,Vegetative,7,16
SRR13364284,Cucurbitaceae,Leaf,cold,Above,Vegetative,7,16
SRR13364285,Cucurbitaceae,Leaf,cold,Above,Vegetative,7,16
SRR13364286,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR13364287,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,16
SRR13364288,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,16
SRR5504353,Cucurbitaceae,Root,healthy,Below,Vegetative,13,13
SRR5504354,Cucurbitaceae,Root,healthy,Below,Vegetative,13,13
SRR5504355,Cucurbitaceae,Root,healthy,Below,Vegetative,13,13
SRR5504356,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,16
SRR5504357,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,16
SRR5504358,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,16
SRR5504359,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,18
SRR5504360,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,18
SRR5504361,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR5504362,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR5504363,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR10966354,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR10966355,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR10966356,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR10966357,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR10966358,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR10966359,Cucurbitaceae,Root,healthy,Below,Vegetative,13,13
SRR10966360,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,16
SRR10966361,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,16
SRR10966362,Cucurbitaceae,Flower,healthy,Above,Reproductive,3,0
SRR10966363,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,3
SRR10966364,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR10966365,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR10966366,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR10966367,Cucurbitaceae,Seed,healthy,WholePlant,Reproductive,15,16
SRR10966368,Cucurbitaceae,Seed,healthy,WholePlant,Reproductive,15,13
DRR106503,Cucurbitaceae,Other,healthy,Other,Other,8,13
DRR106504,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
DRR106505,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,22
DRR106506,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
DRR106507,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,22
DRR106508,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
DRR106509,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,6
DRR106510,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,18
DRR106511,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
DRR106512,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
DRR106513,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
DRR106514,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
DRR106515,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,15
DRR106516,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,5
DRR106517,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
DRR106518,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
DRR106519,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
DRR106520,Cucurbitaceae,Seed,healthy,WholePlant,Reproductive,15,15
DRR106521,Cucurbitaceae,Flower,healthy,Above,Reproductive,3,18
DRR106522,Cucurbitaceae,Flower,healthy,Above,Reproductive,3,18
DRR106523,Cucurbitaceae,Flower,healthy,Above,Reproductive,3,16
DRR106524,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
DRR106525,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
DRR106526,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
DRR106527,Cucurbitaceae,Flower,healthy,Above,Reproductive,3,0
DRR106528,Cucurbitaceae,Root,healthy,Below,Vegetative,13,13
DRR106529,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,16
DRR106530,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,16
DRR106531,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,16
DRR106532,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
ERR1662989,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,7
ERR1662990,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,13
ERR1662991,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,13
ERR1662992,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,13
ERR1662993,Cucurbitaceae,Shoot,biotic,Above,Vegetative,18,13
ERR1662994,Cucurbitaceae,Shoot,biotic,Above,Vegetative,18,13
ERR1662995,Cucurbitaceae,Shoot,biotic,Above,Vegetative,18,13
ERR1662996,Cucurbitaceae,Shoot,biotic,Above,Vegetative,18,13
ERR1662997,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,13
ERR1662998,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,13
ERR1662999,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,16
ERR1663000,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,16
ERR1663001,Cucurbitaceae,Shoot,biotic,Above,Vegetative,18,13
ERR1663002,Cucurbitaceae,Shoot,biotic,Above,Vegetative,18,13
ERR1663003,Cucurbitaceae,Shoot,biotic,Above,Vegetative,18,13
ERR1663004,Cucurbitaceae,Shoot,biotic,Above,Vegetative,18,13
SRR5465679,Cucurbitaceae,Flower,healthy,Above,Reproductive,3,19
SRR5465681,Cucurbitaceae,Flower,healthy,Above,Reproductive,3,19
SRR5465682,Cucurbitaceae,Flower,healthy,Above,Reproductive,3,8
SRR5465684,Cucurbitaceae,Flower,healthy,Above,Reproductive,3,8
SRR5465686,Cucurbitaceae,Root,healthy,Below,Vegetative,13,13
SRR5465696,Cucurbitaceae,Root,healthy,Below,Vegetative,13,13
SRR5465688,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR5465690,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR5465692,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,16
SRR5465694,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,16
SRR9651393,Cucurbitaceae,Leaf,cold,Above,Vegetative,7,7
SRR2508879,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR2508880,Cucurbitaceae,Leaf,salt,Above,Vegetative,7,16
SRR2508881,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR2508882,Cucurbitaceae,Leaf,salt,Above,Vegetative,7,16
SRR6986536,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6986537,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,8
SRR6986539,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6986538,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6986540,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6986541,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6986542,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6986543,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6986545,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6986544,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR6986548,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR6986549,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR6986546,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR6986547,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR6986553,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR6986550,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR6986551,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR6986552,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR11659065,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR11659066,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR11659067,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR11659068,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR11659069,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR11659070,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,18
SRR11659071,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR11659072,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR11659073,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR11659074,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR9691130,Cucurbitaceae,Flower,healthy,Above,Reproductive,3,18
SRR9691131,Cucurbitaceae,Flower,other,Above,Reproductive,3,18
SRR9691132,Cucurbitaceae,Flower,healthy,Above,Reproductive,3,18
SRR9691133,Cucurbitaceae,Flower,other,Above,Reproductive,3,18
SRR9648343,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR9648344,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR9648345,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,13
SRR9648346,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR9648347,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR9648350,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,13
SRR9648351,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,13
SRR9648358,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,13
SRR9648359,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,13
SRR9648361,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,13
SRR9648362,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR9648363,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR7138072,Cucurbitaceae,Leaf,salt,Above,Vegetative,7,7
SRR7138073,Cucurbitaceae,Leaf,salt,Above,Vegetative,7,7
SRR7138081,Cucurbitaceae,Leaf,salt,Above,Vegetative,7,7
SRR7138074,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR7138075,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR7138076,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR7138077,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR7138078,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR7138079,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR7138080,Cucurbitaceae,Leaf,salt,Above,Vegetative,7,7
SRR7138088,Cucurbitaceae,Leaf,salt,Above,Vegetative,7,7
SRR7138089,Cucurbitaceae,Leaf,salt,Above,Vegetative,7,7
SRR6821832,Cucurbitaceae,Root,salt,Below,Vegetative,13,13
SRR6821833,Cucurbitaceae,Root,salt,Below,Vegetative,13,13
SRR6821834,Cucurbitaceae,Root,salt,Below,Vegetative,13,13
SRR6821838,Cucurbitaceae,Root,healthy,Below,Vegetative,13,13
SRR6821839,Cucurbitaceae,Root,healthy,Below,Vegetative,13,13
SRR6821840,Cucurbitaceae,Root,healthy,Below,Vegetative,13,13
SRR5504342,Cucurbitaceae,Root,healthy,Below,Vegetative,13,13
SRR5504343,Cucurbitaceae,Root,healthy,Below,Vegetative,13,13
SRR5504344,Cucurbitaceae,Root,healthy,Below,Vegetative,13,13
SRR5504345,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,16
SRR5504346,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,16
SRR5504347,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,16
SRR5504348,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,18
SRR5504349,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,18
SRR5504350,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR5504351,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR12828719,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR12828720,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR12828721,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR12828722,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR12828723,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR12828724,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR8132885,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,18
SRR8132886,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,18
SRR8132887,Cucurbitaceae,Reproductive- Other,other,Above,Reproductive,12,16
SRR8132888,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR8132889,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,18
SRR8132890,Cucurbitaceae,Reproductive- Other,other,Above,Reproductive,12,16
SRR5883139,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5883140,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5883141,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5682044,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,16
SRR5682047,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6868816,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,16
SRR6868824,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6868829,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,18
SRR6868817,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,16
SRR6868819,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,16
SRR6868823,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,16
SRR6868818,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,16
SRR6868825,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,16
SRR6868828,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR6868820,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR6868821,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR6868822,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR6868826,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6868827,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6868832,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,16
SRR6868830,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6868831,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6868833,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3938279,Amaranthacea,Shoot,healthy,Above,Vegetative,18,3
SRR3938280,Amaranthacea,Shoot,healthy,Above,Vegetative,18,18
SRR3938281,Amaranthacea,Seedling,healthy,WholePlant,WholePlant,16,16
SRR3938282,Amaranthacea,Flower,healthy,Above,Reproductive,3,15
SRR3938283,Amaranthacea,Leaf,healthy,Above,Vegetative,7,7
SRR3938284,Amaranthacea,Shoot,healthy,Above,Vegetative,18,16
SRR5920414,Brassicaceae,Shoot,healthy,Above,Vegetative,18,16
SRR5920413,Brassicaceae,Shoot,healthy,Above,Vegetative,18,16
SRR5920412,Brassicaceae,Shoot,healthy,Above,Vegetative,18,16
SRR5920411,Brassicaceae,Shoot,salt,Above,Vegetative,18,7
SRR5920410,Brassicaceae,Shoot,salt,Above,Vegetative,18,7
SRR5920409,Brassicaceae,Shoot,salt,Above,Vegetative,18,7
SRR5920408,Brassicaceae,Root,healthy,Below,Vegetative,13,13
SRR5920407,Brassicaceae,Root,healthy,Below,Vegetative,13,13
SRR5920406,Brassicaceae,Root,healthy,Below,Vegetative,13,13
SRR5920405,Brassicaceae,Root,salt,Below,Vegetative,13,13
SRR5920404,Brassicaceae,Root,salt,Below,Vegetative,13,13
SRR5920403,Brassicaceae,Root,salt,Below,Vegetative,13,13
SRR1171897,Brassicaceae,Leaf,healthy,Above,Vegetative,7,16
SRR1171899,Brassicaceae,Leaf,healthy,Above,Vegetative,7,16
SRR1171901,Brassicaceae,Leaf,healthy,Above,Vegetative,7,16
SRR1171925,Brassicaceae,Shoot,healthy,Above,Vegetative,18,18
SRR1171927,Brassicaceae,Shoot,healthy,Above,Vegetative,18,18
SRR1171926,Brassicaceae,Shoot,healthy,Above,Vegetative,18,18
SRR1171928,Brassicaceae,Root,healthy,Below,Vegetative,13,13
SRR1171929,Brassicaceae,Root,healthy,Below,Vegetative,13,13
SRR1171931,Brassicaceae,Root,healthy,Below,Vegetative,13,13
SRR1171951,Brassicaceae,Flower,healthy,Above,Reproductive,3,16
SRR1171950,Brassicaceae,Flower,healthy,Above,Reproductive,3,16
SRR1171949,Brassicaceae,Flower,healthy,Above,Reproductive,3,16
SRR1171972,Brassicaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR1171971,Brassicaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR1171973,Brassicaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR2148999,Apiaceae,Seed,healthy,WholePlant,Reproductive,15,13
SRR2148998,Apiaceae,Leaf,other,Above,Vegetative,7,18
SRR2148997,Apiaceae,Root,other,Below,Vegetative,13,13
SRR2148996,Apiaceae,Leaf,other,Above,Vegetative,7,7
SRR2148994,Apiaceae,Leaf,other,Above,Vegetative,7,16
SRR2148993,Apiaceae,Leaf,other,Above,Vegetative,7,16
SRR2148992,Apiaceae,Shoot,healthy,Above,Vegetative,18,13
SRR2148991,Apiaceae,Root,healthy,Below,Vegetative,13,13
SRR2148990,Apiaceae,Root,healthy,Below,Vegetative,13,13
SRR2148989,Apiaceae,Root,healthy,Below,Vegetative,13,16
SRR2148988,Apiaceae,Root,healthy,Below,Vegetative,13,16
SRR2148987,Apiaceae,Shoot,healthy,Above,Vegetative,18,16
SRR2148986,Apiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR2148985,Apiaceae,Leaf,healthy,Above,Vegetative,7,16
SRR2148984,Apiaceae,Leaf,healthy,Above,Vegetative,7,18
SRR2148983,Apiaceae,Flower,healthy,Above,Reproductive,3,19
SRR2148982,Apiaceae,Flower,healthy,Above,Reproductive,3,7
SRR2148981,Apiaceae,Flower,healthy,Above,Reproductive,3,7
SRR2148980,Apiaceae,Flower,healthy,Above,Reproductive,3,19
SRR2148979,Apiaceae,Flower,healthy,Above,Reproductive,3,18
ERR1817363,Rosaceae,Leaf,healthy,Above,Vegetative,7,16
ERR1817364,Rosaceae,Leaf,healthy,Above,Vegetative,7,16
ERR1817365,Rosaceae,Leaf,healthy,Above,Vegetative,7,16
ERR1817366,Rosaceae,Root,healthy,Below,Vegetative,13,13
ERR1817367,Rosaceae,Root,healthy,Below,Vegetative,13,13
ERR1817368,Rosaceae,Root,healthy,Below,Vegetative,13,13
SRR8298768,Rosaceae,Leaf,healthy,Above,Vegetative,7,18
SRR8298769,Rosaceae,Flower,healthy,Above,Reproductive,3,5
SRR8298770,Rosaceae,Flower,healthy,Above,Reproductive,3,13
SRR8298771,Rosaceae,Root,salt,Below,Vegetative,13,13
SRR8298772,Rosaceae,Root,healthy,Below,Vegetative,13,19
SRR1695160,Malvaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR1695161,Malvaceae,Seed,healthy,WholePlant,Reproductive,15,13
SRR1695162,Malvaceae,Seed,healthy,WholePlant,Reproductive,15,13
SRR1695163,Malvaceae,Seedling,healthy,WholePlant,WholePlant,16,16
SRR1695164,Malvaceae,Seedling,healthy,WholePlant,WholePlant,16,16
SRR1695165,Malvaceae,Seedling,healthy,WholePlant,WholePlant,16,7
SRR1695166,Malvaceae,Seedling,healthy,WholePlant,WholePlant,16,7
SRR1695167,Malvaceae,Seedling,healthy,WholePlant,WholePlant,16,16
SRR1695168,Malvaceae,Root,healthy,Below,Vegetative,13,13
SRR1695169,Malvaceae,Root,healthy,Below,Vegetative,13,13
SRR1695170,Malvaceae,Root,healthy,Below,Vegetative,13,13
SRR1695171,Malvaceae,Root,healthy,Below,Vegetative,13,13
SRR1695172,Malvaceae,Root,healthy,Below,Vegetative,13,13
SRR1695173,Malvaceae,Root,healthy,Below,Vegetative,13,13
SRR1695174,Malvaceae,Shoot,healthy,Above,Vegetative,18,13
SRR1695175,Malvaceae,Leaf,healthy,Above,Vegetative,7,18
SRR1695176,Malvaceae,Other,healthy,Other,Other,8,7
SRR1695177,Malvaceae,Flower,healthy,Above,Reproductive,3,0
SRR1695178,Malvaceae,Flower,healthy,Above,Reproductive,3,0
SRR1695179,Malvaceae,Flower,healthy,Above,Reproductive,3,15
SRR1695180,Malvaceae,Other,healthy,Other,Other,8,7
SRR1695181,Malvaceae,Other,healthy,Other,Other,8,8
SRR1695182,Malvaceae,Other,healthy,Other,Other,8,15
SRR1695183,Malvaceae,Other,healthy,Other,Other,8,8
SRR1695184,Malvaceae,Other,healthy,Other,Other,8,15
SRR1695185,Malvaceae,Other,healthy,Other,Other,8,15
